Bank Name / Type,Number of Beneficiaries at rural/semiurban centre bank branches,Number of Beneficiaries at urban metro centre bank branches,Number of Total Beneficiaries,Deposits in Accounts(In lac),Number of Rupay Debit Cards issued to beneficiaries,level,date
"State Bank of India",21709623,28511352,50220975,362467.02,40832374,"(A) Public Sector Banks","2016-01-27"
"State Bank of India",5601273,965842,6567115,76652.44,3536169,"(B) Regional Rural Bank","2016-01-27"
"State Bank of India",21990528,28803522,50794050,408487.35,41070258,"(A) Public Sector Banks","2016-02-10"
"State Bank of India",5677945,976110,6654055,81835.16,3549163,"(B) Regional Rural Bank","2016-02-10"
"State Bank of India",22401770,29193808,51595578,409198.71,41401291,"(A) Public Sector Banks","2016-02-17"
"State Bank of India",5709630,980471,6690101,82968.37,3553517,"(B) Regional Rural Bank","2016-02-17"
"State Bank of India",22636511,29412992,52049503,409357.44,41604678,"(A) Public Sector Banks","2016-02-24"
"State Bank of India",5740696,985381,6726077,84435.74,3555970,"(B) Regional Rural Bank","2016-02-24"
"State Bank of India",22794755,29568103,52362858,409379.25,41742040,"(A) Public Sector Banks","2016-03-02"
"State Bank of India",5772416,988299,6760715,86142.45,3582637,"(B) Regional Rural Bank","2016-03-02"
"State Bank of India",22946914,29713046,52659960,432962.37,41870762,"(A) Public Sector Banks","2016-03-09"
"State Bank of India",5785532,986857,6772389,86422.32,3583179,"(B) Regional Rural Bank","2016-03-09"
"State Bank of India",23058945,29817252,52876197,432975.8,41960743,"(A) Public Sector Banks","2016-03-16"
"State Bank of India",5818185,990025,6808210,89795.9,3585915,"(B) Regional Rural Bank","2016-03-16"
"State Bank of India",23170016,29923739,53093755,433223.69,42049145,"(A) Public Sector Banks","2016-03-23"
"State Bank of India",5835788,992193,6827981,90572.12,3592846,"(B) Regional Rural Bank","2016-03-23"
"State Bank of India",23207895,29964474,53172369,433229.54,42082433,"(A) Public Sector Banks","2016-03-30"
"State Bank of India",5854088,996055,6850143,93042.98,3589836,"(B) Regional Rural Bank","2016-03-30"
