Bank Name / Type,Number of Beneficiaries at rural/semiurban centre bank branches,Number of Beneficiaries at urban metro centre bank branches,Number of Total Beneficiaries,Deposits in Accounts(In lac),Number of Rupay Debit Cards issued to beneficiaries,level,date
"Punjab National Bank",12958067,2391323,15349390,348493.73,13784533,"(A) Public Sector Banks","2016-12-21"
"Punjab National Bank",3051009,389728,3440737,133202.21,2604608,"(B) Regional Rural Bank","2016-12-21"
"Punjab National Bank",13123986,2431174,15555160,342275.84,13782118,"(A) Public Sector Banks","2016-12-28"
"Punjab National Bank",3063762,396285,3460047,131933.67,2607781,"(B) Regional Rural Bank","2016-12-28"
"Punjab National Bank",13262786,2464192,15726978,336757.48,13779742,"(A) Public Sector Banks","2017-01-04"
"Punjab National Bank",3074387,403258,3477645,128756.63,2613774,"(B) Regional Rural Bank","2017-01-04"
"Punjab National Bank",13372183,2494646,15866829,331435.67,13774574,"(A) Public Sector Banks","2017-01-11"
"Punjab National Bank",3081004,407275,3488279,124969,2625653,"(B) Regional Rural Bank","2017-01-11"
"Punjab National Bank",13443881,2515949,15959830,326944.83,13772163,"(A) Public Sector Banks","2017-01-18"
"Punjab National Bank",3084075,408820,3492895,121939.98,2635454,"(B) Regional Rural Bank","2017-01-18"
"Punjab National Bank",13511747,2533323,16045070,319751.13,13768488,"(A) Public Sector Banks","2017-01-25"
"Punjab National Bank",3085592,410198,3495790,118432.95,2697153,"(B) Regional Rural Bank","2017-01-25"
"Punjab National Bank",13563404,2545249,16108653,316742.28,13766274,"(A) Public Sector Banks","2017-02-01"
"Punjab National Bank",3086332,410868,3497200,116397.74,2715829,"(B) Regional Rural Bank","2017-02-01"
"Punjab National Bank",13613018,2558604,16171622,316350.13,13762171,"(A) Public Sector Banks","2017-02-08"
"Punjab National Bank",3089178,412276,3501454,113878.9,2743411,"(B) Regional Rural Bank","2017-02-08"
"Punjab National Bank",13673964,2574371,16248335,309065.82,13756987,"(A) Public Sector Banks","2017-02-22"
"Punjab National Bank",3082894,410016,3492910,110414.89,2810854,"(B) Regional Rural Bank","2017-02-22"
"Punjab National Bank",13685534,2577137,16262671,307406.71,13756980,"(A) Public Sector Banks","2017-03-01"
"Punjab National Bank",3079366,407559,3486925,109662.46,2821880,"(B) Regional Rural Bank","2017-03-01"
