Bank Name / Type,Number of Beneficiaries at rural/semiurban centre bank branches,Number of Beneficiaries at urban metro centre bank branches,Number of Total Beneficiaries,Deposits in Accounts(In lac),Number of Rupay Debit Cards issued to beneficiaries,level,date
"Jammu & Kashmir Bank Ltd",1171208,123425,1294633,34195.98,1125798,"(C) Major Private Banks","2016-05-04"
"Jammu & Kashmir Bank Ltd",73613,14067,87680,3016.72,15499,"(B) Regional Rural Bank","2016-05-11"
"Jammu & Kashmir Bank Ltd",1172391,123535,1295926,34135.3,1126457,"(C) Major Private Banks","2016-05-11"
"Jammu & Kashmir Bank Ltd",73743,14081,87824,3034.55,15499,"(B) Regional Rural Bank","2016-05-18"
"Jammu & Kashmir Bank Ltd",1172391,123535,1295926,34135.3,1126679,"(C) Major Private Banks","2016-05-18"
"Jammu & Kashmir Bank Ltd",73915,14114,88029,3038.79,15499,"(B) Regional Rural Bank","2016-05-25"
"Jammu & Kashmir Bank Ltd",1175568,123770,1299338,34050.71,1127544,"(C) Major Private Banks","2016-05-25"
"Jammu & Kashmir Bank Ltd",74099,14191,88290,3079.32,15499,"(B) Regional Rural Bank","2016-06-01"
"Jammu & Kashmir Bank Ltd",1176882,123858,1300740,34248.54,1127950,"(C) Major Private Banks","2016-06-01"
"Jammu & Kashmir Bank Ltd",37886,7791,45677,338.35,0,"(B) Regional Rural Bank","2015-01-21"
"Jammu & Kashmir Bank Ltd",716557,85463,802020,8926.47,362326,"(C) Major Private Banks","2015-01-21"
"Jammu & Kashmir Bank Ltd",60188,11284,71472,1567.43,0,"(B) Regional Rural Bank","2015-05-27"
"Jammu & Kashmir Bank Ltd",1062791,116617,1179408,16500.23,810055,"(C) Major Private Banks","2015-05-27"
"Jammu & Kashmir Bank Ltd",65349,12278,77627,1993.76,0,"(B) Regional Rural Bank","2015-09-30"
"Jammu & Kashmir Bank Ltd",1115301,119051,1234352,21263.13,810055,"(C) Major Private Banks","2015-09-30"
"Jammu & Kashmir Bank Ltd",70200,13154,83354,2479.7,0,"(B) Regional Rural Bank","2016-02-03"
"Jammu & Kashmir Bank Ltd",1148157,121502,1269659,27391.38,1118041,"(C) Major Private Banks","2016-02-03"
"Jammu & Kashmir Bank Ltd",74279,14287,88566,3125.86,15499,"(B) Regional Rural Bank","2016-06-08"
"Jammu & Kashmir Bank Ltd",1178519,123957,1302476,34569.51,1128341,"(C) Major Private Banks","2016-06-08"
"Jammu & Kashmir Bank Ltd",77650,14877,92527,3328.87,17191,"(B) Regional Rural Bank","2016-10-12"
"Jammu & Kashmir Bank Ltd",1205965,127260,1333225,35847.24,1133416,"(C) Major Private Banks","2016-10-12"
"Jammu & Kashmir Bank Ltd",85181,15189,100370,4846.56,17901,"(B) Regional Rural Bank","2017-02-15"
"Jammu & Kashmir Bank Ltd",1297828,132816,1430644,55778.92,1133720,"(C) Major Private Banks","2017-02-15"
"Jammu & Kashmir Bank Ltd",87403,15478,102881,4687.84,19444,"(B) Regional Rural Bank","2017-06-21"
"Jammu & Kashmir Bank Ltd",1325656,134740,1460396,52039.17,1133720,"(C) Major Private Banks","2017-06-21"
"Jammu & Kashmir Bank Ltd",88433,15869,104302,4867.19,20350,"(B) Regional Rural Bank","2017-10-25"
"Jammu & Kashmir Bank Ltd",1353459,135521,1488980,53375.39,1169485,"(C) Major Private Banks","2017-10-25"
"Jammu & Kashmir Bank Ltd",89236,16147,105383,5070.4,21386,"(B) Regional Rural Bank","2018-02-28"
"Jammu & Kashmir Bank Ltd",1363986,137370,1501356,57465.03,1184846,"(C) Major Private Banks","2018-02-28"
"Jammu & Kashmir Bank Ltd",93438,16998,110436,5342.4,21913,"(B) Regional Rural Bank","2018-07-11"
"Jammu & Kashmir Bank Ltd",1341950,179197,1521147,60484.58,1205161,"(C) Major Private Banks","2018-07-11"
"Jammu & Kashmir Bank Ltd",74443,14313,88756,3150.08,15499,"(B) Regional Rural Bank","2016-06-15"
"Jammu & Kashmir Bank Ltd",1180256,124071,1304327,34650.59,1129047,"(C) Major Private Banks","2016-06-15"
"Jammu & Kashmir Bank Ltd",74626,14375,89001,3145.16,16105,"(B) Regional Rural Bank","2016-06-22"
"Jammu & Kashmir Bank Ltd",1182051,124187,1306238,34628.29,1129047,"(C) Major Private Banks","2016-06-22"
"Jammu & Kashmir Bank Ltd",74859,14484,89343,3191.2,16186,"(B) Regional Rural Bank","2016-06-29"
"Jammu & Kashmir Bank Ltd",1186446,124309,1310755,34965.81,1129047,"(C) Major Private Banks","2016-06-29"
"Jammu & Kashmir Bank Ltd",75406,14518,89924,3199.31,16208,"(B) Regional Rural Bank","2016-07-06"
"Jammu & Kashmir Bank Ltd",1186446,124309,1310755,34965.81,1129049,"(C) Major Private Banks","2016-07-06"
"Jammu & Kashmir Bank Ltd",75406,14518,89924,3199.31,16208,"(B) Regional Rural Bank","2016-07-13"
"Jammu & Kashmir Bank Ltd",1186446,124309,1310755,34965.81,1129049,"(C) Major Private Banks","2016-07-13"
"Jammu & Kashmir Bank Ltd",75406,14518,89924,3199.31,16208,"(B) Regional Rural Bank","2016-07-20"
"Jammu & Kashmir Bank Ltd",1186446,124309,1310755,34965.81,1129049,"(C) Major Private Banks","2016-07-20"
"Jammu & Kashmir Bank Ltd",75406,14518,89924,3199.31,16208,"(B) Regional Rural Bank","2016-07-27"
"Jammu & Kashmir Bank Ltd",1186446,124309,1310755,34965.81,1129049,"(C) Major Private Banks","2016-07-27"
"Jammu & Kashmir Bank Ltd",76423,14717,91140,3245.6,16260,"(B) Regional Rural Bank","2016-08-03"
"Jammu & Kashmir Bank Ltd",1202606,124563,1327169,35639.22,1129049,"(C) Major Private Banks","2016-08-03"
"Jammu & Kashmir Bank Ltd",76423,14717,91140,3245.6,16260,"(B) Regional Rural Bank","2016-08-10"
"Jammu & Kashmir Bank Ltd",1202606,124563,1327169,35639.22,1129049,"(C) Major Private Banks","2016-08-10"
"Jammu & Kashmir Bank Ltd",76423,14717,91140,3245.6,16260,"(B) Regional Rural Bank","2016-08-17"
"Jammu & Kashmir Bank Ltd",1202606,124563,1327169,35639.22,1129049,"(C) Major Private Banks","2016-08-17"
"Jammu & Kashmir Bank Ltd",76423,14717,91140,3245.6,16260,"(B) Regional Rural Bank","2016-08-24"
"Jammu & Kashmir Bank Ltd",1202606,124563,1327169,35639.22,1129049,"(C) Major Private Banks","2016-08-24"
"Jammu & Kashmir Bank Ltd",76423,14717,91140,3245.6,16260,"(B) Regional Rural Bank","2016-08-31"
"Jammu & Kashmir Bank Ltd",1202606,124563,1327169,35639.22,1129049,"(C) Major Private Banks","2016-08-31"
"Jammu & Kashmir Bank Ltd",77269,14823,92092,3243.48,16359,"(B) Regional Rural Bank","2016-09-07"
"Jammu & Kashmir Bank Ltd",1206116,124725,1330841,35237.21,1129049,"(C) Major Private Banks","2016-09-07"
"Jammu & Kashmir Bank Ltd",77269,14823,92092,3243.48,16359,"(B) Regional Rural Bank","2016-09-14"
"Jammu & Kashmir Bank Ltd",1206116,124725,1330841,35237.21,1129049,"(C) Major Private Banks","2016-09-14"
"Jammu & Kashmir Bank Ltd",77269,14823,92092,3243.48,16359,"(B) Regional Rural Bank","2016-09-21"
"Jammu & Kashmir Bank Ltd",1206116,124725,1330841,35237.21,1129049,"(C) Major Private Banks","2016-09-21"
"Jammu & Kashmir Bank Ltd",77542,14862,92404,3314.86,17171,"(B) Regional Rural Bank","2016-09-28"
"Jammu & Kashmir Bank Ltd",1205965,127260,1333225,35847.24,1133416,"(C) Major Private Banks","2016-09-28"
"Jammu & Kashmir Bank Ltd",77650,14877,92527,3328.87,17191,"(B) Regional Rural Bank","2016-10-05"
"Jammu & Kashmir Bank Ltd",1205965,127260,1333225,35847.24,1133416,"(C) Major Private Banks","2016-10-05"
"Jammu & Kashmir Bank Ltd",78060,14924,92984,3356.77,17272,"(B) Regional Rural Bank","2016-10-19"
"Jammu & Kashmir Bank Ltd",1205965,123863,1329828,35847.24,1133720,"(C) Major Private Banks","2016-10-19"
"Jammu & Kashmir Bank Ltd",78060,14924,92984,3356.77,17272,"(B) Regional Rural Bank","2016-10-26"
"Jammu & Kashmir Bank Ltd",1205965,123863,1329828,35847.24,1133720,"(C) Major Private Banks","2016-10-26"
