Bank Name / Type,Number of Beneficiaries at rural/semiurban centre bank branches,Number of Beneficiaries at urban metro centre bank branches,Number of Total Beneficiaries,Deposits in Accounts(In lac),Number of Rupay Debit Cards issued to beneficiaries,level,date
"Bank of Maharashtra",3015855,937020,3952875,98581.18,1723509,"(A) Public Sector Banks","2017-02-01"
"Bank of Maharashtra",710233,140031,850264,24866.25,450356,"(B) Regional Rural Bank","2017-02-01"
"Bank of Maharashtra",3045300,940756,3986056,96654.5,744129,"(A) Public Sector Banks","2017-02-08"
"Bank of Maharashtra",710942,139923,850865,24118.37,450356,"(B) Regional Rural Bank","2017-02-08"
"Bank of Maharashtra",3105901,951142,4057043,96536.18,798855,"(A) Public Sector Banks","2017-02-22"
"Bank of Maharashtra",713579,138600,852179,23993.16,453875,"(B) Regional Rural Bank","2017-02-22"
"Bank of Maharashtra",3105901,951142,4057043,96536.18,798855,"(A) Public Sector Banks","2017-03-01"
"Bank of Maharashtra",713579,138600,852179,23993.16,453875,"(B) Regional Rural Bank","2017-03-01"
"Bank of Maharashtra",3160713,960742,4121455,94737.98,820776,"(A) Public Sector Banks","2017-03-08"
"Bank of Maharashtra",720871,132636,853507,23439.38,595520,"(B) Regional Rural Bank","2017-03-08"
"Bank of Maharashtra",3181314,965552,4146866,94729.12,829598,"(A) Public Sector Banks","2017-03-15"
