Bank Name / Type,Number of Beneficiaries at rural/semiurban centre bank branches,Number of Beneficiaries at urban metro centre bank branches,Number of Total Beneficiaries,Deposits in Accounts(In lac),Number of Rupay Debit Cards issued to beneficiaries,level,date
"State Bank of Bikaner & Jaipur",1969638,44630,2014268,30290.68,1296357,"(B) Regional Rural Bank","2016-06-29"
"State Bank of Bikaner & Jaipur",1880648,1819759,3700407,102445.64,3268729,"(A) Public Sector Banks","2016-07-06"
"State Bank of Bikaner & Jaipur",1979966,44831,2024797,30522.13,1300304,"(B) Regional Rural Bank","2016-07-06"
"State Bank of Bikaner & Jaipur",1885496,1823435,3708931,103529.06,3268937,"(A) Public Sector Banks","2016-07-13"
"State Bank of Bikaner & Jaipur",1988458,45008,2033466,30818.45,1301213,"(B) Regional Rural Bank","2016-07-13"
"State Bank of Bikaner & Jaipur",1891622,1827906,3719528,102876.67,3268937,"(A) Public Sector Banks","2016-07-20"
"State Bank of Bikaner & Jaipur",2003082,45323,2048405,31137.63,1304401,"(B) Regional Rural Bank","2016-07-20"
"State Bank of Bikaner & Jaipur",1898256,1832850,3731106,103176.31,3267569,"(A) Public Sector Banks","2016-07-27"
"State Bank of Bikaner & Jaipur",2020709,45645,2066354,31530.53,1304632,"(B) Regional Rural Bank","2016-07-27"
"State Bank of Bikaner & Jaipur",1906445,1838688,3745133,103830.03,3267281,"(A) Public Sector Banks","2016-08-03"
"State Bank of Bikaner & Jaipur",2046554,46024,2092578,31981.48,1306006,"(B) Regional Rural Bank","2016-08-03"
"State Bank of Bikaner & Jaipur",1911941,1843915,3755856,104127.92,3267281,"(A) Public Sector Banks","2016-08-10"
"State Bank of Bikaner & Jaipur",2062760,46375,2109135,32245.99,1306647,"(B) Regional Rural Bank","2016-08-10"
"State Bank of Bikaner & Jaipur",1917173,1848538,3765711,103087.09,3266783,"(A) Public Sector Banks","2016-08-17"
"State Bank of Bikaner & Jaipur",2072910,46685,2119595,32437.95,1306832,"(B) Regional Rural Bank","2016-08-17"
"State Bank of Bikaner & Jaipur",1922513,1853369,3775882,102535.58,3266495,"(A) Public Sector Banks","2016-08-24"
"State Bank of Bikaner & Jaipur",2085636,46966,2132602,32686.11,1306976,"(B) Regional Rural Bank","2016-08-24"
