Bank Name / Type,Number of Beneficiaries at rural/semiurban centre bank branches,Number of Beneficiaries at urban metro centre bank branches,Number of Total Beneficiaries,Deposits in Accounts(In lac),Number of Rupay Debit Cards issued to beneficiaries,level,date
"Indian Bank",362038,81369,443407,9400.68,347091,"(B) Regional Rural Bank","2016-11-16"
"Indian Bank",2047091,1032483,3079574,63606.81,2284791,"(A) Public Sector Banks","2016-11-23"
"Indian Bank",372688,100940,473628,9753.09,347463,"(B) Regional Rural Bank","2016-11-23"
"Indian Bank",2059098,1038225,3097323,62301.41,2302540,"(A) Public Sector Banks","2016-11-30"
"Indian Bank",379653,101420,481073,9389.65,347479,"(B) Regional Rural Bank","2016-11-30"
"Indian Bank",2079569,1047566,3127135,61514.11,2504524,"(A) Public Sector Banks","2016-12-07"
"Indian Bank",385269,101420,486689,9332.53,368341,"(B) Regional Rural Bank","2016-12-07"
"Indian Bank",2096364,1054198,3150562,61283.62,2527951,"(A) Public Sector Banks","2016-12-14"
"Indian Bank",386636,101412,488048,9072.55,368399,"(B) Regional Rural Bank","2016-12-14"
"Indian Bank",2118810,1063220,3182030,60140.8,2619680,"(A) Public Sector Banks","2016-12-21"
"Indian Bank",390571,101416,491987,8556.5,368445,"(B) Regional Rural Bank","2016-12-21"
"Indian Bank",2134164,1069157,3203321,58824.78,2640971,"(A) Public Sector Banks","2016-12-28"
"Indian Bank",392835,101426,494261,8286.14,368450,"(B) Regional Rural Bank","2016-12-28"
"Indian Bank",2143620,1072924,3216544,56177.79,2654064,"(A) Public Sector Banks","2017-01-04"
"Indian Bank",393454,101432,494886,8028.54,369735,"(B) Regional Rural Bank","2017-01-04"
"Indian Bank",2150148,1075434,3225582,55633.38,2700446,"(A) Public Sector Banks","2017-01-11"
"Indian Bank",394464,101434,495898,7792.37,370565,"(B) Regional Rural Bank","2017-01-11"
"Indian Bank",2153469,1078708,3232177,54001.55,3158727,"(A) Public Sector Banks","2017-01-18"
"Indian Bank",396204,101438,497642,7841.87,371219,"(B) Regional Rural Bank","2017-01-18"
"Indian Bank",2156032,1080516,3236548,52506.92,3163098,"(A) Public Sector Banks","2017-01-25"
"Indian Bank",396836,101438,498274,7752.17,371510,"(B) Regional Rural Bank","2017-01-25"
"Indian Bank",2158613,1081379,3239992,51962.23,3167748,"(A) Public Sector Banks","2017-02-01"
"Indian Bank",397779,101438,499217,7805.54,372007,"(B) Regional Rural Bank","2017-02-01"
"Indian Bank",2160069,1082246,3242315,50872.79,3178295,"(A) Public Sector Banks","2017-02-08"
"Indian Bank",398390,101438,499828,7673.36,372920,"(B) Regional Rural Bank","2017-02-08"
"Indian Bank",2163639,1083662,3247301,49787.89,3197039,"(A) Public Sector Banks","2017-02-22"
"Indian Bank",401387,101442,502829,7518.9,375394,"(B) Regional Rural Bank","2017-02-22"
"Indian Bank",2164006,1083753,3247759,48911.23,3198097,"(A) Public Sector Banks","2017-03-01"
"Indian Bank",401705,101442,503147,7306.43,376803,"(B) Regional Rural Bank","2017-03-01"
"Indian Bank",2164474,1083859,3248333,48541.4,3200068,"(A) Public Sector Banks","2017-03-08"
"Indian Bank",402084,101473,503557,8058.85,400411,"(B) Regional Rural Bank","2017-03-08"
"Indian Bank",2164640,1084019,3248659,47548.63,3204128,"(A) Public Sector Banks","2017-03-15"
"Indian Bank",402416,101473,503889,6974.65,426604,"(B) Regional Rural Bank","2017-03-15"
"Indian Bank",2164713,1084064,3248777,46662.62,3205617,"(A) Public Sector Banks","2017-03-22"
"Indian Bank",402628,101473,504101,6850.27,428149,"(B) Regional Rural Bank","2017-03-22"
"Indian Bank",2164804,1084109,3248913,46574.26,3206900,"(A) Public Sector Banks","2017-03-29"
"Indian Bank",402705,101473,504178,6879.43,429984,"(B) Regional Rural Bank","2017-03-29"
"Indian Bank",2165123,1084109,3249232,46459.83,3210782,"(A) Public Sector Banks","2017-04-05"
"Indian Bank",404134,101473,505607,6706.26,438188,"(B) Regional Rural Bank","2017-04-05"
"Indian Bank",2165624,1084109,3249733,46447.76,3211103,"(A) Public Sector Banks","2017-04-12"
"Indian Bank",404416,101473,505889,6706.26,438188,"(B) Regional Rural Bank","2017-04-12"
"Indian Bank",2166309,1084585,3250894,46298.75,3212369,"(A) Public Sector Banks","2017-04-19"
"Indian Bank",404575,101838,506413,6671.92,444064,"(B) Regional Rural Bank","2017-04-19"
"Indian Bank",2167644,1084793,3252437,46119.62,3215891,"(A) Public Sector Banks","2017-04-26"
"Indian Bank",405230,102719,507949,6718.67,445897,"(B) Regional Rural Bank","2017-04-26"
"Indian Bank",2168587,1085040,3253627,46553.66,3217609,"(A) Public Sector Banks","2017-05-03"
"Indian Bank",400575,119032,519607,6829.18,449276,"(B) Regional Rural Bank","2017-05-03"
"Indian Bank",2169487,1085324,3254811,47373.59,3218625,"(A) Public Sector Banks","2017-05-10"
"Indian Bank",400697,119306,520003,6730.31,449847,"(B) Regional Rural Bank","2017-05-10"
"Indian Bank",2170214,1085508,3255722,46558.86,3220020,"(A) Public Sector Banks","2017-05-17"
"Indian Bank",400955,119306,520261,6635.18,451997,"(B) Regional Rural Bank","2017-05-17"
"Indian Bank",2171282,1085694,3256976,45209.84,3221274,"(A) Public Sector Banks","2017-05-24"
