Bank Name / Type,Number of Beneficiaries at rural/semiurban centre bank branches,Number of Beneficiaries at urban metro centre bank branches,Number of Total Beneficiaries,Deposits in Accounts(In lac),Number of Rupay Debit Cards issued to beneficiaries,level,date
"State Bank of Mysore",278889,84560,363449,1441.62,316743,"(B) Regional Rural Bank","2016-09-21"
"State Bank of Mysore",799111,221810,1020921,9340.72,842603,"(A) Public Sector Banks","2016-09-28"
"State Bank of Mysore",278918,84571,363489,1442.17,316743,"(B) Regional Rural Bank","2016-09-28"
"State Bank of Mysore",804276,222533,1026809,9537.59,845488,"(A) Public Sector Banks","2016-10-05"
"State Bank of Mysore",279004,84601,363605,1443.02,316743,"(B) Regional Rural Bank","2016-10-05"
"State Bank of Mysore",806448,222686,1029134,9712.31,846748,"(A) Public Sector Banks","2016-10-19"
"State Bank of Mysore",279082,84625,363707,1443.61,316752,"(B) Regional Rural Bank","2016-10-19"
"State Bank of Mysore",807102,222758,1029860,9742.05,846800,"(A) Public Sector Banks","2016-10-26"
"State Bank of Mysore",279140,84648,363788,1444.18,316752,"(B) Regional Rural Bank","2016-10-26"
"State Bank of Mysore",807102,222758,1029860,9700.07,846800,"(A) Public Sector Banks","2016-11-02"
"State Bank of Mysore",279181,84663,363844,1444.71,316768,"(B) Regional Rural Bank","2016-11-02"
"State Bank of Mysore",810403,222889,1033292,9926.18,849293,"(A) Public Sector Banks","2016-11-09"
"State Bank of Mysore",279238,84684,363922,1445.32,316778,"(B) Regional Rural Bank","2016-11-09"
"State Bank of Mysore",810520,222914,1033434,16923.28,849375,"(A) Public Sector Banks","2016-11-16"
"State Bank of Mysore",279380,84759,364139,2754.29,316778,"(B) Regional Rural Bank","2016-11-16"
"State Bank of Mysore",811846,222981,1034827,16841.59,908188,"(A) Public Sector Banks","2016-11-23"
"State Bank of Mysore",281109,85321,366430,18763.05,316778,"(B) Regional Rural Bank","2016-11-23"
"State Bank of Mysore",822033,223301,1045334,16042.72,855967,"(A) Public Sector Banks","2016-11-30"
"State Bank of Mysore",280977,85232,366209,18053.68,316628,"(B) Regional Rural Bank","2016-11-30"
"State Bank of Mysore",820607,223930,1044537,16079.94,858874,"(A) Public Sector Banks","2016-12-07"
"State Bank of Mysore",280879,85091,365970,17403.71,316158,"(B) Regional Rural Bank","2016-12-07"
