Bank Name / Type,Number of Beneficiaries at rural/semiurban centre bank branches,Number of Beneficiaries at urban metro centre bank branches,Number of Total Beneficiaries,Deposits in Accounts(In lac),Number of Rupay Debit Cards issued to beneficiaries,level,date
"State Bank of Patiala",51734,672,52406,1292.78,36789,"(B) Regional Rural Bank","2016-10-12"
"State Bank of Patiala",475202,753615,1228817,23427.81,1045828,"(A) Public Sector Banks","2017-02-15"
"State Bank of Patiala",54640,672,55312,2087.19,48268,"(B) Regional Rural Bank","2017-02-15"
"State Bank of Patiala",426196,783097,1209293,18868.42,1142951,"(A) Public Sector Banks","2016-06-15"
"State Bank of Patiala",48850,672,49522,1188.45,36783,"(B) Regional Rural Bank","2016-06-15"
"State Bank of Patiala",426209,783111,1209320,19385.67,1142965,"(A) Public Sector Banks","2016-06-22"
"State Bank of Patiala",48889,672,49561,1205.66,36783,"(B) Regional Rural Bank","2016-06-22"
"State Bank of Patiala",426222,783124,1209346,19209.17,1142979,"(A) Public Sector Banks","2016-06-29"
"State Bank of Patiala",48938,672,49610,1183.61,36783,"(B) Regional Rural Bank","2016-06-29"
"State Bank of Patiala",426235,783136,1209371,19457.26,1142992,"(A) Public Sector Banks","2016-07-06"
"State Bank of Patiala",49020,672,49692,1214.44,36783,"(B) Regional Rural Bank","2016-07-06"
"State Bank of Patiala",426067,782956,1209023,17154.13,1142805,"(A) Public Sector Banks","2016-07-13"
"State Bank of Patiala",49129,672,49801,1222.46,36783,"(B) Regional Rural Bank","2016-07-13"
"State Bank of Patiala",426261,783162,1209423,19690.8,1143018,"(A) Public Sector Banks","2016-07-20"
"State Bank of Patiala",49343,672,50015,1212.56,36785,"(B) Regional Rural Bank","2016-07-20"
"State Bank of Patiala",426274,783175,1209449,19604.23,1143028,"(A) Public Sector Banks","2016-07-27"
"State Bank of Patiala",49589,672,50261,1221.24,36785,"(B) Regional Rural Bank","2016-07-27"
"State Bank of Patiala",426286,783187,1209473,19707.14,1143038,"(A) Public Sector Banks","2016-08-03"
"State Bank of Patiala",49913,672,50585,1237.06,36785,"(B) Regional Rural Bank","2016-08-03"
"State Bank of Patiala",426305,783191,1209496,19868.36,1143051,"(A) Public Sector Banks","2016-08-10"
"State Bank of Patiala",50217,672,50889,1256.83,36785,"(B) Regional Rural Bank","2016-08-10"
"State Bank of Patiala",426345,783195,1209540,20213.03,1143065,"(A) Public Sector Banks","2016-08-17"
"State Bank of Patiala",50404,672,51076,1226.53,36785,"(B) Regional Rural Bank","2016-08-17"
"State Bank of Patiala",426389,783203,1209592,20024.29,1143082,"(A) Public Sector Banks","2016-08-24"
"State Bank of Patiala",50650,672,51322,1231.35,36785,"(B) Regional Rural Bank","2016-08-24"
"State Bank of Patiala",426389,783207,1209596,20196.59,1143086,"(A) Public Sector Banks","2016-08-31"
"State Bank of Patiala",50721,672,51393,1248,36785,"(B) Regional Rural Bank","2016-08-31"
"State Bank of Patiala",426429,783213,1209642,20449.17,1143095,"(A) Public Sector Banks","2016-09-07"
"State Bank of Patiala",51065,672,51737,1256.97,36785,"(B) Regional Rural Bank","2016-09-07"
"State Bank of Patiala",426469,783217,1209686,20627.04,1143099,"(A) Public Sector Banks","2016-09-14"
"State Bank of Patiala",51270,672,51942,1261.09,36785,"(B) Regional Rural Bank","2016-09-14"
"State Bank of Patiala",426493,783225,1209718,20909.16,1143109,"(A) Public Sector Banks","2016-09-21"
"State Bank of Patiala",51472,672,52144,1287.45,36788,"(B) Regional Rural Bank","2016-09-21"
"State Bank of Patiala",426505,783227,1209732,20994.65,1143112,"(A) Public Sector Banks","2016-09-28"
"State Bank of Patiala",51579,672,52251,1326.79,36788,"(B) Regional Rural Bank","2016-09-28"
"State Bank of Patiala",426525,783231,1209756,20960.91,1143116,"(A) Public Sector Banks","2016-10-05"
"State Bank of Patiala",51666,672,52338,1311.85,36788,"(B) Regional Rural Bank","2016-10-05"
"State Bank of Patiala",426585,783239,1209824,21122.9,1143119,"(A) Public Sector Banks","2016-10-19"
"State Bank of Patiala",51836,672,52508,1281.64,36789,"(B) Regional Rural Bank","2016-10-19"
"State Bank of Patiala",426625,783243,1209868,21182.33,1143120,"(A) Public Sector Banks","2016-10-26"
"State Bank of Patiala",51892,672,52564,1279.93,36789,"(B) Regional Rural Bank","2016-10-26"
"State Bank of Patiala",426636,783246,1209882,21304.01,1143128,"(A) Public Sector Banks","2016-11-02"
"State Bank of Patiala",51924,672,52596,1303.93,36789,"(B) Regional Rural Bank","2016-11-02"
"State Bank of Patiala",426644,783250,1209894,21973.6,1143131,"(A) Public Sector Banks","2016-11-09"
