Bank Name / Type,Number of Beneficiaries at rural/semiurban centre bank branches,Number of Beneficiaries at urban metro centre bank branches,Number of Total Beneficiaries,Deposits in Accounts(In lac),Number of Rupay Debit Cards issued to beneficiaries,level,date
"Indian Overseas Bank",934109,3256605,4190714,80893.9,3817627,"(A) Public Sector Banks","2017-01-25"
"Indian Overseas Bank",987059,9752,996811,24796.87,616138,"(B) Regional Rural Bank","2017-01-25"
"Indian Overseas Bank",935733,3262718,4198451,79418.42,3817627,"(A) Public Sector Banks","2017-02-01"
"Indian Overseas Bank",987734,9751,997485,24660.4,616138,"(B) Regional Rural Bank","2017-02-01"
"Indian Overseas Bank",938851,3270966,4209817,79690.15,3811959,"(A) Public Sector Banks","2017-02-08"
"Indian Overseas Bank",989084,9753,998837,25050.11,616138,"(B) Regional Rural Bank","2017-02-08"
"Indian Overseas Bank",944060,3286522,4230582,77239.3,3806561,"(A) Public Sector Banks","2017-02-22"
"Indian Overseas Bank",990633,9739,1000372,25015,616138,"(B) Regional Rural Bank","2017-02-22"
"Indian Overseas Bank",944863,3289769,4234632,76182.95,3804913,"(A) Public Sector Banks","2017-03-01"
"Indian Overseas Bank",991159,9740,1000899,24907.56,616138,"(B) Regional Rural Bank","2017-03-01"
