Bank Name / Type,Number of Beneficiaries at rural/semiurban centre bank branches,Number of Beneficiaries at urban metro centre bank branches,Number of Total Beneficiaries,Deposits in Accounts(In lac),Number of Rupay Debit Cards issued to beneficiaries,level,date
"Canara Bank",531560,367747,899307,21292.85,899307,"(B) Regional Rural Bank","2015-12-09"
"Canara Bank",4910899,2243129,7154028,115561.17,6880863,"(A) Public Sector Banks","2015-12-16"
"Canara Bank",533308,368884,902192,21303.52,902192,"(B) Regional Rural Bank","2015-12-16"
"Canara Bank",4922139,2243913,7166052,116100.77,6902942,"(A) Public Sector Banks","2015-12-23"
"Canara Bank",537405,371572,908977,21322.09,908977,"(B) Regional Rural Bank","2015-12-23"
"Canara Bank",4930457,2246978,7177435,116141.27,6921926,"(A) Public Sector Banks","2015-12-30"
"Canara Bank",539951,373236,913187,21330.73,913187,"(B) Regional Rural Bank","2015-12-30"
"Canara Bank",4947453,2251251,7198704,118948.07,6944270,"(A) Public Sector Banks","2016-01-06"
"Canara Bank",542784,374940,917724,21337.94,917724,"(B) Regional Rural Bank","2016-01-06"
"Canara Bank",4958881,2254699,7213580,119990.49,6960617,"(A) Public Sector Banks","2016-01-13"
"Canara Bank",542924,375069,917993,21338.03,917993,"(B) Regional Rural Bank","2016-01-13"
"Canara Bank",4974899,2257874,7232773,119566.65,6978290,"(A) Public Sector Banks","2016-01-20"
"Canara Bank",543327,375341,918668,21339.84,918668,"(B) Regional Rural Bank","2016-01-20"
"Canara Bank",4984521,2260933,7245454,118348.67,6989934,"(A) Public Sector Banks","2016-01-27"
"Canara Bank",544081,375828,919909,21343.32,919909,"(B) Regional Rural Bank","2016-01-27"
"Canara Bank",5014341,2266599,7280940,124752.6,7007931,"(A) Public Sector Banks","2016-02-10"
"Canara Bank",544255,375978,920233,21344.24,920233,"(B) Regional Rural Bank","2016-02-10"
"Canara Bank",5031068,2269529,7300597,125236.17,7009753,"(A) Public Sector Banks","2016-02-17"
"Canara Bank",544390,376122,920512,21344.59,920512,"(B) Regional Rural Bank","2016-02-17"
"Canara Bank",5049047,2299570,7348617,125860.19,7043965,"(A) Public Sector Banks","2016-02-24"
"Canara Bank",544537,376307,920844,21344.97,920844,"(B) Regional Rural Bank","2016-02-24"
"Canara Bank",5062515,2302515,7365030,127310,7047178,"(A) Public Sector Banks","2016-03-02"
"Canara Bank",544669,376451,921120,21350.64,921120,"(B) Regional Rural Bank","2016-03-02"
