Bank Name / Type,Number of Beneficiaries at rural/semiurban centre bank branches,Number of Beneficiaries at urban metro centre bank branches,Number of Total Beneficiaries,Deposits in Accounts(In lac),Number of Rupay Debit Cards issued to beneficiaries,level,date
State Bank of Travancore,70540,628760,699300,13681.01,340682,(A) Public Sector Banks,07/13/2016
Syndicate Bank,2815744,1238033,4053777,85028.08,3663972,(A) Public Sector Banks,07/13/2016
UCO Bank,3688882,3728953,7417835,181928.39,6947627,(A) Public Sector Banks,07/13/2016
Union Bank of India,4493749,1268976,5762725,91503.15,5456909,(A) Public Sector Banks,07/13/2016
United Bank of India,4833339,3139645,7972984,474798.84,4813242,(A) Public Sector Banks,07/13/2016
Vijaya Bank,826101,588798,1414899,14647.12,1396220,(A) Public Sector Banks,07/13/2016
Public Sector Banks Sub Total,98736435,77729888,176466323,3178759.72,147154201,(A) Public Sector Banks,07/13/2016
Allahabad Bank,653136,155942,809078,7987.36,763937,(B) Regional Rural Bank,07/13/2016
Andhra Bank,148276,13316,161592,1750.6,142962,(B) Regional Rural Bank,07/13/2016
Bank of Baroda,3355508,912423,4267931,81451.46,3539998,(B) Regional Rural Bank,07/13/2016
Bank of India,2426302,792664,3218966,30501.83,2654019,(B) Regional Rural Bank,07/13/2016
Bank of Maharashtra,381865,68491,450356,6402.71,450356,(B) Regional Rural Bank,07/13/2016
Canara Bank,574581,394741,969322,21435.49,969322,(B) Regional Rural Bank,07/13/2016
Central Bank of India,3608495,704906,4313401,96594.71,3992084,(B) Regional Rural Bank,07/13/2016
Dena Bank,287987,20825,308812,3393.04,285792,(B) Regional Rural Bank,07/13/2016
Indian Bank,344901,80639,425540,3816.75,345650,(B) Regional Rural Bank,07/13/2016
Indian Overseas Bank,929840,9717,939557,17855.13,616138,(B) Regional Rural Bank,07/13/2016
Jammu & Kashmir Bank Ltd,75406,14518,89924,3199.31,16208,(B) Regional Rural Bank,07/13/2016
Punjab & Sind Bank,14172,2967,17139,294.91,12100,(B) Regional Rural Bank,07/13/2016
Punjab National Bank,2968451,364712,3333163,69482.07,2394906,(B) Regional Rural Bank,07/13/2016
State Bank of Bikaner & Jaipur,1988458,45008,2033466,30818.45,1301213,(B) Regional Rural Bank,07/13/2016
State Bank of Hyderabad,773844,133682,907526,26066.3,508374,(B) Regional Rural Bank,07/13/2016
State Bank of India,6238521,1073766,7312287,116216.03,3779182,(B) Regional Rural Bank,07/13/2016
State Bank of Mysore,278443,84373,362816,1437.87,316646,(B) Regional Rural Bank,07/13/2016
State Bank of Patiala,49129,672,49801,1222.46,36783,(B) Regional Rural Bank,07/13/2016
Syndicate Bank,1854064,447965,2302029,58297.34,2094930,(B) Regional Rural Bank,07/13/2016
UCO Bank,1074910,34228,1109138,19.87,557167,(B) Regional Rural Bank,07/13/2016
Union Bank of India,620992,174464,795456,4021,720938,(B) Regional Rural Bank,07/13/2016
United Bank of India,5742023,85098,5827121,115285.08,2416124,(B) Regional Rural Bank,07/13/2016
Regional Rural Banks Sub Total,34389304,5615117,40004421,697549.76,27914829,(B) Regional Rural Bank,07/13/2016
Axis Bank Ltd,126837,462822,589659,8183.49,541920,(C) Major Private Banks,07/13/2016
City Union Bank Ltd,14413,64163,78576,1050.77,69595,(C) Major Private Banks,07/13/2016
Federal Bank Ltd,364366,73277,437643,14141.08,395515,(C) Major Private Banks,07/13/2016
HDFC Bank Ltd,337029,1327037,1664066,66345.67,1663388,(C) Major Private Banks,07/13/2016
ICICI Bank Ltd,2776611,322114,3098725,16663.61,3037830,(C) Major Private Banks,07/13/2016
IndusInd Bank Ltd,38021,335488,373509,2127.56,357436,(C) Major Private Banks,07/13/2016
Jammu & Kashmir Bank Ltd,1186446,124309,1310755,34965.81,1129049,(C) Major Private Banks,07/13/2016
Karur Vysya Bank,20715,132945,153660,1220.85,140903,(C) Major Private Banks,07/13/2016
Kotak Mahindra Bank Ltd,109180,75242,184422,1771.98,112299,(C) Major Private Banks,07/13/2016
Lakshmi Vilas Bank Ltd,59463,104915,164378,1253.53,161188,(C) Major Private Banks,07/13/2016
RBL Bank Ltd,59787,35520,95307,200.93,95307,(C) Major Private Banks,07/13/2016
South Indian Bank Ltd,38495,157388,195883,2834.65,67961,(C) Major Private Banks,07/13/2016
Yes Bank Ltd,7724,5986,13710,142.41,12094,(C) Major Private Banks,07/13/2016
Major Private Banks Sub Total,5139087,3221206,8360293,150902.34,7784485,(C) Major Private Banks,07/13/2016
Public Sector Banks,99273837,78110993,177384830,3206660.03,147512853,Summary,07/20/2016
Regional Rural Banks,34612597,5651090,40263687,701576.92,27975474,Summary,07/20/2016
Private Sector Banks,5146172,3231062,8377234,151854.19,7799466,Summary,07/20/2016
Grand Total,139032606,86993145,226025751,4060091.14,183287793,Summary,07/20/2016
Allahabad Bank,3926876,986158,4913034,59386.5,4349976,(A) Public Sector Banks,07/20/2016
Andhra Bank,1490936,720188,2211124,22890.06,1917602,(A) Public Sector Banks,07/20/2016
Bank of Baroda,6039376,7710165,13749541,285629.54,12917601,(A) Public Sector Banks,07/20/2016
Bank of India,5979846,7111447,13091293,188920.33,12363600,(A) Public Sector Banks,07/20/2016
Bank of Maharashtra,2505181,833208,3338389,58953.37,1723509,(A) Public Sector Banks,07/20/2016
Bhartiya Mahila Bank,0,69142,69142,1638.45,69142,(A) Public Sector Banks,07/20/2016
Canara Bank,5237987,2370393,7608380,136638.88,7131883,(A) Public Sector Banks,07/20/2016
Central Bank of India,6114882,1576996,7691878,98286.76,5808851,(A) Public Sector Banks,07/20/2016
Corporation Bank,1317424,1310819,2628243,75746.34,2564652,(A) Public Sector Banks,07/20/2016
Dena Bank,2766982,1014147,3781129,63241.82,2798123,(A) Public Sector Banks,07/20/2016
IDBI Bank Ltd.,597019,512569,1109588,10968.48,930727,(A) Public Sector Banks,07/20/2016
Indian Bank,1943362,995613,2938975,31545.15,2886214,(A) Public Sector Banks,07/20/2016
Indian Overseas Bank,1428748,2433885,3862633,47805.53,3730544,(A) Public Sector Banks,07/20/2016
Oriental Bank of Commerce,2240445,1511826,3752271,312741.83,3620488,(A) Public Sector Banks,07/20/2016
Punjab & Sind Bank,834113,426199,1260312,47834.03,1253610,(A) Public Sector Banks,07/20/2016
Punjab National Bank,11442889,2119835,13562724,188286.63,9882484,(A) Public Sector Banks,07/20/2016
State Bank of Bikaner & Jaipur,1891622,1827906,3719528,102876.67,3268937,(A) Public Sector Banks,07/20/2016
State Bank of Hyderabad,996688,1810375,2807063,31053.55,2740078,(A) Public Sector Banks,07/20/2016
State Bank of India,24508335,31126385,55634720,547308.38,42970134,(A) Public Sector Banks,07/20/2016
State Bank of Mysore,764415,219628,984043,8935.75,818941,(A) Public Sector Banks,07/20/2016
State Bank of Patiala,426261,783162,1209423,19690.8,1143018,(A) Public Sector Banks,07/20/2016
State Bank of Travancore,71003,631796,702799,13498.53,352602,(A) Public Sector Banks,07/20/2016
Syndicate Bank,2818212,1238606,4056818,87102.41,3663972,(A) Public Sector Banks,07/20/2016
UCO Bank,3702251,3738267,7440518,182178.65,6947627,(A) Public Sector Banks,07/20/2016
Union Bank of India,4500406,1271298,5771704,92398.25,5449366,(A) Public Sector Banks,07/20/2016
United Bank of India,4902477,3172260,8074737,476456.05,4813242,(A) Public Sector Banks,07/20/2016
Vijaya Bank,826101,588720,1414821,14647.3,1395930,(A) Public Sector Banks,07/20/2016
Public Sector Banks Sub Total,99273837,78110993,177384830,3206660.03,147512853,(A) Public Sector Banks,07/20/2016
Allahabad Bank,653295,155963,809258,7990.15,764022,(B) Regional Rural Bank,07/20/2016
Andhra Bank,149024,13325,162349,1750.65,142962,(B) Regional Rural Bank,07/20/2016
Bank of Baroda,3378683,918024,4296707,81648.29,3552401,(B) Regional Rural Bank,07/20/2016
Bank of India,2438026,795684,3233710,30651.76,2706181,(B) Regional Rural Bank,07/20/2016
Bank of Maharashtra,381865,68491,450356,6403.56,450356,(B) Regional Rural Bank,07/20/2016
Canara Bank,577097,396333,973430,21436.43,973430,(B) Regional Rural Bank,07/20/2016
Central Bank of India,3609577,705461,4315038,96856.75,3991848,(B) Regional Rural Bank,07/20/2016
Dena Bank,288028,20856,308884,3467.04,285792,(B) Regional Rural Bank,07/20/2016
Indian Bank,345931,80662,426593,3850.79,345650,(B) Regional Rural Bank,07/20/2016
Indian Overseas Bank,929840,9717,939557,17855.13,616138,(B) Regional Rural Bank,07/20/2016
Jammu & Kashmir Bank Ltd,75406,14518,89924,3199.31,16208,(B) Regional Rural Bank,07/20/2016
Punjab & Sind Bank,14186,2974,17160,30.16,12110,(B) Regional Rural Bank,07/20/2016
Punjab National Bank,2968752,363316,3332068,70262.2,2398941,(B) Regional Rural Bank,07/20/2016
State Bank of Bikaner & Jaipur,2003082,45323,2048405,31137.63,1304401,(B) Regional Rural Bank,07/20/2016
State Bank of Hyderabad,773844,133682,907526,26066.3,508374,(B) Regional Rural Bank,07/20/2016
State Bank of India,6281982,1095235,7377217,117469.96,3762625,(B) Regional Rural Bank,07/20/2016
State Bank of Mysore,278498,84400,362898,1438.63,316672,(B) Regional Rural Bank,07/20/2016
State Bank of Patiala,49343,672,50015,1212.56,36785,(B) Regional Rural Bank,07/20/2016
Syndicate Bank,1872486,450961,2323447,58938.25,2094930,(B) Regional Rural Bank,07/20/2016
UCO Bank,1077722,34435,1112157,19.88,557167,(B) Regional Rural Bank,07/20/2016
Union Bank of India,621247,174569,795816,4039.95,721024,(B) Regional Rural Bank,07/20/2016
United Bank of India,5844683,86489,5931172,115851.52,2417457,(B) Regional Rural Bank,07/20/2016
Regional Rural Banks Sub Total,34612597,5651090,40263687,701576.92,27975474,(B) Regional Rural Bank,07/20/2016
Axis Bank Ltd,126837,462822,589659,8183.49,541920,(C) Major Private Banks,07/20/2016
City Union Bank Ltd,14413,64163,78576,1050.77,69595,(C) Major Private Banks,07/20/2016
Federal Bank Ltd,365758,73364,439122,13835.67,396302,(C) Major Private Banks,07/20/2016
HDFC Bank Ltd,338964,1331535,1670499,66279.07,1669821,(C) Major Private Banks,07/20/2016
ICICI Bank Ltd,2779162,322342,3101504,16844.26,3040609,(C) Major Private Banks,07/20/2016
IndusInd Bank Ltd,38241,338221,376462,2988.37,360315,(C) Major Private Banks,07/20/2016
Jammu & Kashmir Bank Ltd,1186446,124309,1310755,34965.81,1129049,(C) Major Private Banks,07/20/2016
Karur Vysya Bank,20970,133589,154559,1322.49,141727,(C) Major Private Banks,07/20/2016
Kotak Mahindra Bank Ltd,109183,75243,184426,1744.91,113402,(C) Major Private Banks,07/20/2016
Lakshmi Vilas Bank Ltd,59710,105395,165105,1371.44,161188,(C) Major Private Banks,07/20/2016
RBL Bank Ltd,59787,35520,95307,193.07,95307,(C) Major Private Banks,07/20/2016
South Indian Bank Ltd,38970,158565,197535,2932.11,68137,(C) Major Private Banks,07/20/2016
Yes Bank Ltd,7731,5994,13725,142.73,12094,(C) Major Private Banks,07/20/2016
Major Private Banks Sub Total,5146172,3231062,8377234,151854.19,7799466,(C) Major Private Banks,07/20/2016
Public Sector Banks,99878807,78400028,178278835,3219045.42,147952345,Summary,07/27/2016
Regional Rural Banks,34234618,5600805,39835423,706098.17,28154050,Summary,07/27/2016
Private Sector Banks,5151455,3238481,8389936,149938.64,7811883,Summary,07/27/2016
Grand Total,139264880,87239314,226504194,4075082.23,183918278,Summary,07/27/2016
Allahabad Bank,3978236,989073,4967309,60248.43,4355272,(A) Public Sector Banks,07/27/2016
Andhra Bank,1492440,719613,2212053,22824.84,1916007,(A) Public Sector Banks,07/27/2016
Bank of Baroda,6120477,7806540,13927017,286874.21,13064611,(A) Public Sector Banks,07/27/2016
Bank of India,6052758,7174636,13227394,191324.19,12578681,(A) Public Sector Banks,07/27/2016
Bank of Maharashtra,2521830,835912,3357742,59418.86,1723509,(A) Public Sector Banks,07/27/2016
Bhartiya Mahila Bank,0,69144,69144,1639.03,69144,(A) Public Sector Banks,07/27/2016
Canara Bank,5270653,2338904,7609557,135862.86,7133655,(A) Public Sector Banks,07/27/2016
Central Bank of India,6147659,1584484,7732143,98646.65,5822034,(A) Public Sector Banks,07/27/2016
Corporation Bank,1320623,1313761,2634384,75112.02,2566580,(A) Public Sector Banks,07/27/2016
Dena Bank,2776189,1015604,3791793,62893.22,2798123,(A) Public Sector Banks,07/27/2016
IDBI Bank Ltd.,597407,512645,1110052,10969.91,931620,(A) Public Sector Banks,07/27/2016
Indian Bank,1953017,999253,2952270,31399.5,2892931,(A) Public Sector Banks,07/27/2016
Indian Overseas Bank,1428748,2433885,3862633,47805.53,3730544,(A) Public Sector Banks,07/27/2016
Oriental Bank of Commerce,2245065,1513637,3758702,310975.69,3621483,(A) Public Sector Banks,07/27/2016
Punjab & Sind Bank,835571,426199,1261770,47905.08,1253925,(A) Public Sector Banks,07/27/2016
Punjab National Bank,11527458,2124256,13651714,188487.63,9882748,(A) Public Sector Banks,07/27/2016
State Bank of Bikaner & Jaipur,1898256,1832850,3731106,103176.31,3267569,(A) Public Sector Banks,07/27/2016
State Bank of Hyderabad,996688,1810375,2807063,30749.48,2740078,(A) Public Sector Banks,07/27/2016
State Bank of India,24610029,31213791,55823820,553429.94,43020286,(A) Public Sector Banks,07/27/2016
State Bank of Mysore,769757,219878,989635,8897.14,822596,(A) Public Sector Banks,07/27/2016
State Bank of Patiala,426274,783175,1209449,19604.23,1143028,(A) Public Sector Banks,07/27/2016
State Bank of Travancore,71341,634928,706269,13680.62,352692,(A) Public Sector Banks,07/27/2016
Syndicate Bank,2819434,1239356,4058790,91218.4,3663972,(A) Public Sector Banks,07/27/2016
UCO Bank,3705631,3740218,7445849,182228.04,6947627,(A) Public Sector Banks,07/27/2016
Union Bank of India,4517919,1274163,5792082,92297.23,5443173,(A) Public Sector Banks,07/27/2016
United Bank of India,4969846,3205028,8174874,476729.07,4813527,(A) Public Sector Banks,07/27/2016
Vijaya Bank,825501,588720,1414221,14647.3,1396930,(A) Public Sector Banks,07/27/2016
Public Sector Banks Sub Total,99878807,78400028,178278835,3219045.42,147952345,(A) Public Sector Banks,07/27/2016
Allahabad Bank,653441,155982,809423,7993.25,764118,(B) Regional Rural Bank,07/27/2016
Andhra Bank,150181,12559,162740,1721.37,142962,(B) Regional Rural Bank,07/27/2016
Bank of Baroda,3415562,926523,4342085,81766.48,3571471,(B) Regional Rural Bank,07/27/2016
Bank of India,2450783,799375,3250158,30896.19,2851699,(B) Regional Rural Bank,07/27/2016
Bank of Maharashtra,381865,68491,450356,6404.39,450356,(B) Regional Rural Bank,07/27/2016
Canara Bank,578701,397348,976049,21437.79,976049,(B) Regional Rural Bank,07/27/2016
Central Bank of India,3608292,705201,4313493,97123.43,3990128,(B) Regional Rural Bank,07/27/2016
Dena Bank,288361,20953,309314,3541.43,285792,(B) Regional Rural Bank,07/27/2016
Indian Bank,346608,80721,427329,3909.99,345650,(B) Regional Rural Bank,07/27/2016
Indian Overseas Bank,929840,9717,939557,17855.13,616138,(B) Regional Rural Bank,07/27/2016
Jammu & Kashmir Bank Ltd,75406,14518,89924,3199.31,16208,(B) Regional Rural Bank,07/27/2016
Punjab & Sind Bank,14198,2986,17184,29.93,12110,(B) Regional Rural Bank,07/27/2016
Punjab National Bank,2971838,363878,3335716,70477.65,2407878,(B) Regional Rural Bank,07/27/2016
State Bank of Bikaner & Jaipur,2020709,45645,2066354,31530.53,1304632,(B) Regional Rural Bank,07/27/2016
State Bank of Hyderabad,773844,133682,907526,26066.3,508374,(B) Regional Rural Bank,07/27/2016
State Bank of India,5791213,1027935,6819148,117645.44,3765361,(B) Regional Rural Bank,07/27/2016
State Bank of Mysore,278545,84423,362968,1439.01,316704,(B) Regional Rural Bank,07/27/2016
State Bank of Patiala,49589,672,50261,1221.24,36785,(B) Regional Rural Bank,07/27/2016
Syndicate Bank,1888019,454116,2342135,59151.96,2094930,(B) Regional Rural Bank,07/27/2016
UCO Bank,1088155,34435,1122590,20.22,557167,(B) Regional Rural Bank,07/27/2016
Union Bank of India,621454,174665,796119,4064.33,721098,(B) Regional Rural Bank,07/27/2016
United Bank of India,5858014,86980,5944994,118602.79,2418440,(B) Regional Rural Bank,07/27/2016
Regional Rural Banks Sub Total,34234618,5600805,39835423,706098.17,28154050,(B) Regional Rural Bank,07/27/2016
Axis Bank Ltd,126837,462822,589659,8183.49,541920,(C) Major Private Banks,07/27/2016
City Union Bank Ltd,14413,64163,78576,1050.77,69595,(C) Major Private Banks,07/27/2016
Federal Bank Ltd,367292,73503,440795,13703.36,397759,(C) Major Private Banks,07/27/2016
HDFC Bank Ltd,340586,1334442,1675028,66072.85,1674350,(C) Major Private Banks,07/27/2016
ICICI Bank Ltd,2780759,322509,3103268,16526,3042373,(C) Major Private Banks,07/27/2016
IndusInd Bank Ltd,38438,341541,379979,1819.57,364309,(C) Major Private Banks,07/27/2016
Jammu & Kashmir Bank Ltd,1186446,124309,1310755,34965.81,1129049,(C) Major Private Banks,07/27/2016
Karur Vysya Bank,21053,134068,155121,1277.23,142361,(C) Major Private Banks,07/27/2016
Kotak Mahindra Bank Ltd,109192,75245,184437,1738.6,113413,(C) Major Private Banks,07/27/2016
Lakshmi Vilas Bank Ltd,59835,105471,165306,1335.39,161188,(C) Major Private Banks,07/27/2016
RBL Bank Ltd,59787,35520,95307,182.13,95307,(C) Major Private Banks,07/27/2016
South Indian Bank Ltd,39078,158886,197964,2944.03,68166,(C) Major Private Banks,07/27/2016
Yes Bank Ltd,7739,6002,13741,139.41,12093,(C) Major Private Banks,07/27/2016
Major Private Banks Sub Total,5151455,3238481,8389936,149938.64,7811883,(C) Major Private Banks,07/27/2016
Public Sector Banks,100229427,78720342,178949769,3218475.97,147979502,Summary,08/03/2016
Regional Rural Banks,35003622,5718965,40722587,708357.72,28293150,Summary,08/03/2016
Private Sector Banks,5179240,3246915,8426155,152651.77,7830996,Summary,08/03/2016
Grand Total,140412289,87686222,228098511,4079485.46,184103648,Summary,08/03/2016
Allahabad Bank,4036449,992595,5029044,61023.87,4360648,(A) Public Sector Banks,08/03/2016
Andhra Bank,1495464,721175,2216639,22907.58,1917602,(A) Public Sector Banks,08/03/2016
Bank of Baroda,6198827,7898123,14096950,288405.41,13210245,(A) Public Sector Banks,08/03/2016
Bank of India,6139256,7254818,13394074,194492.57,12758863,(A) Public Sector Banks,08/03/2016
Bank of Maharashtra,2535103,837948,3373051,59565.56,1723509,(A) Public Sector Banks,08/03/2016
Bhartiya Mahila Bank,0,69144,69144,1645.69,69144,(A) Public Sector Banks,08/03/2016
Canara Bank,5252568,2363012,7615580,135862.86,7135055,(A) Public Sector Banks,08/03/2016
Central Bank of India,6190398,1590650,7781048,99267.94,5843575,(A) Public Sector Banks,08/03/2016
Corporation Bank,1323801,1315887,2639688,75475.66,2568214,(A) Public Sector Banks,08/03/2016
Dena Bank,2451886,849675,3301561,39097.76,2301545,(A) Public Sector Banks,08/03/2016
IDBI Bank Ltd.,598108,512736,1110844,10882.78,931417,(A) Public Sector Banks,08/03/2016
Indian Bank,1961714,1002675,2964389,31873.43,2897766,(A) Public Sector Banks,08/03/2016
Indian Overseas Bank,1428748,2433885,3862633,47805.53,3730544,(A) Public Sector Banks,08/03/2016
Oriental Bank of Commerce,2250078,1515829,3765907,314415.91,3625312,(A) Public Sector Banks,08/03/2016
Punjab & Sind Bank,835598,426375,1261973,47912.29,1253970,(A) Public Sector Banks,08/03/2016
Punjab National Bank,11588076,2129053,13717129,189427.14,9883197,(A) Public Sector Banks,08/03/2016
State Bank of Bikaner & Jaipur,1906445,1838688,3745133,103830.03,3267281,(A) Public Sector Banks,08/03/2016
State Bank of Hyderabad,996688,1810375,2807063,31042.17,2740078,(A) Public Sector Banks,08/03/2016
State Bank of India,24843086,31439341,56282427,554387.46,43175182,(A) Public Sector Banks,08/03/2016
State Bank of Mysore,774633,220073,994706,8914.4,826480,(A) Public Sector Banks,08/03/2016
State Bank of Patiala,426286,783187,1209473,19707.14,1143038,(A) Public Sector Banks,08/03/2016
State Bank of Travancore,71750,638571,710321,14636.86,354841,(A) Public Sector Banks,08/03/2016
Syndicate Bank,2819514,1240525,4060039,87287.8,3663972,(A) Public Sector Banks,08/03/2016
UCO Bank,3713653,3737040,7450693,183126.31,6947627,(A) Public Sector Banks,08/03/2016
Union Bank of India,4537456,1276672,5814128,92903.81,5438286,(A) Public Sector Banks,08/03/2016
United Bank of India,5028401,3233570,8261971,487930.63,4815160,(A) Public Sector Banks,08/03/2016
Vijaya Bank,825441,588720,1414161,14647.36,1396951,(A) Public Sector Banks,08/03/2016
Public Sector Banks Sub Total,100229427,78720342,178949769,3218475.97,147979502,(A) Public Sector Banks,08/03/2016
Allahabad Bank,653706,156137,809843,8006.24,764198,(B) Regional Rural Bank,08/03/2016
Andhra Bank,150181,12559,162740,1721.37,142962,(B) Regional Rural Bank,08/03/2016
Bank of Baroda,3461701,936083,4397784,81562.46,3594742,(B) Regional Rural Bank,08/03/2016
Bank of India,2463576,802816,3266392,31054.83,2960302,(B) Regional Rural Bank,08/03/2016
Bank of Maharashtra,381865,68491,450356,6405.68,450356,(B) Regional Rural Bank,08/03/2016
Canara Bank,574581,394741,969322,21435.49,979999,(B) Regional Rural Bank,08/03/2016
Central Bank of India,3604085,704082,4308167,97257.32,3984983,(B) Regional Rural Bank,08/03/2016
Dena Bank,288910,21077,309987,3644.5,285792,(B) Regional Rural Bank,08/03/2016
Indian Bank,347716,80855,428571,3941.46,346960,(B) Regional Rural Bank,08/03/2016
Indian Overseas Bank,929840,9717,939557,17855.13,616138,(B) Regional Rural Bank,08/03/2016
Jammu & Kashmir Bank Ltd,76423,14717,91140,3245.6,16260,(B) Regional Rural Bank,08/03/2016
Punjab & Sind Bank,14208,2989,17197,29.93,12110,(B) Regional Rural Bank,08/03/2016
Punjab National Bank,2976619,364881,3341500,70853.26,2408925,(B) Regional Rural Bank,08/03/2016
State Bank of Bikaner & Jaipur,2046554,46024,2092578,31981.48,1306006,(B) Regional Rural Bank,08/03/2016
State Bank of Hyderabad,773844,133682,907526,26066.3,508374,(B) Regional Rural Bank,08/03/2016
State Bank of India,6365333,1132040,7497373,118958.13,3805701,(B) Regional Rural Bank,08/03/2016
State Bank of Mysore,278587,84441,363028,1439.25,316704,(B) Regional Rural Bank,08/03/2016
State Bank of Patiala,49913,672,50585,1237.06,36785,(B) Regional Rural Bank,08/03/2016
Syndicate Bank,1903483,456138,2359621,59168.03,2094930,(B) Regional Rural Bank,08/03/2016
UCO Bank,1088155,34435,1122590,20.33,557167,(B) Regional Rural Bank,08/03/2016
Union Bank of India,621720,174781,796501,4105.82,721181,(B) Regional Rural Bank,08/03/2016
United Bank of India,5952622,87607,6040229,118368.04,2382575,(B) Regional Rural Bank,08/03/2016
Regional Rural Banks Sub Total,35003622,5718965,40722587,708357.72,28293150,(B) Regional Rural Bank,08/03/2016
Axis Bank Ltd,126837,462822,589659,8183.49,541920,(C) Major Private Banks,08/03/2016
City Union Bank Ltd,14413,64163,78576,1050.77,69595,(C) Major Private Banks,08/03/2016
Federal Bank Ltd,368995,73656,442651,14283.66,399235,(C) Major Private Banks,08/03/2016
HDFC Bank Ltd,342629,1336912,1679541,67197.84,1678863,(C) Major Private Banks,08/03/2016
ICICI Bank Ltd,2788041,322665,3110706,16320.12,3049811,(C) Major Private Banks,08/03/2016
IndusInd Bank Ltd,38708,345771,384479,2049.66,368319,(C) Major Private Banks,08/03/2016
Jammu & Kashmir Bank Ltd,1202606,124563,1327169,35639.22,1129049,(C) Major Private Banks,08/03/2016
Karur Vysya Bank,21141,134565,155706,1267.03,142544,(C) Major Private Banks,08/03/2016
Kotak Mahindra Bank Ltd,109196,75264,184460,1850.82,113436,(C) Major Private Banks,08/03/2016
Lakshmi Vilas Bank Ltd,59942,105663,165605,1292.76,162597,(C) Major Private Banks,08/03/2016
RBL Bank Ltd,59787,35520,95307,174.23,95307,(C) Major Private Banks,08/03/2016
South Indian Bank Ltd,39194,159329,198523,3198.7,68226,(C) Major Private Banks,08/03/2016
Yes Bank Ltd,7751,6022,13773,143.47,12094,(C) Major Private Banks,08/03/2016
Major Private Banks Sub Total,5179240,3246915,8426155,152651.77,7830996,(C) Major Private Banks,08/03/2016
Public Sector Banks,104549229,82240554,186789783,3306053.07,151757513,Summary,08/10/2016
Regional Rural Banks,35186808,5762947,40949755,713917.3,28540411,Summary,08/10/2016
Private Sector Banks,5181498,3253654,8435152,152359.7,7838704,Summary,08/10/2016
Grand Total,144917535,91257155,236174690,4172330.07,188136628,Summary,08/10/2016
Allahabad Bank,4098252,996663,5094915,61974.95,4366096,(A) Public Sector Banks,08/10/2016
Andhra Bank,1497626,721598,2219224,22987.3,1917718,(A) Public Sector Banks,08/10/2016
Bank of Baroda,6273180,7988269,14261449,292032.56,13351338,(A) Public Sector Banks,08/10/2016
Bank of India,6236873,7340191,13577064,199884.47,12788799,(A) Public Sector Banks,08/10/2016
Bank of Maharashtra,2554828,841006,3395834,60116.36,1723509,(A) Public Sector Banks,08/10/2016
Bhartiya Mahila Bank,0,69165,69165,1649.31,69165,(A) Public Sector Banks,08/10/2016
Canara Bank,5264705,2362742,7627447,139170.46,7137079,(A) Public Sector Banks,08/10/2016
Central Bank of India,6243414,1599733,7843147,100216.27,5869376,(A) Public Sector Banks,08/10/2016
Corporation Bank,1328969,1318771,2647740,77108.74,2570800,(A) Public Sector Banks,08/10/2016
Dena Bank,2470763,849541,3320304,39343.2,2301545,(A) Public Sector Banks,08/10/2016
IDBI Bank Ltd.,598583,512917,1111500,11010.08,931418,(A) Public Sector Banks,08/10/2016
Indian Bank,1971546,1006948,2978494,32213.82,2904891,(A) Public Sector Banks,08/10/2016
Indian Overseas Bank,1428748,2433885,3862633,47805.53,3730544,(A) Public Sector Banks,08/10/2016
Oriental Bank of Commerce,2256679,1518021,3774700,315876.55,3626928,(A) Public Sector Banks,08/10/2016
Punjab & Sind Bank,834836,426375,1261211,47936.29,1253139,(A) Public Sector Banks,08/10/2016
Punjab National Bank,11653598,2137096,13790694,191637.24,9956001,(A) Public Sector Banks,08/10/2016
State Bank of Bikaner & Jaipur,1911941,1843915,3755856,104127.92,3267281,(A) Public Sector Banks,08/10/2016
State Bank of Hyderabad,996688,1810375,2807063,31042.17,2740078,(A) Public Sector Banks,08/10/2016
State Bank of India,28613576,34701780,63315356,616631.58,46646665,(A) Public Sector Banks,08/10/2016
State Bank of Mysore,781482,220394,1001876,9015.16,831210,(A) Public Sector Banks,08/10/2016
State Bank of Patiala,426305,783191,1209496,19868.36,1143051,(A) Public Sector Banks,08/10/2016
State Bank of Travancore,72262,641831,714093,14356.21,369559,(A) Public Sector Banks,08/10/2016
Syndicate Bank,2826515,1241388,4067903,90972.19,3668882,(A) Public Sector Banks,08/10/2016
UCO Bank,3719031,3737698,7456729,183179.52,6947627,(A) Public Sector Banks,08/10/2016
Union Bank of India,4562262,1280658,5842920,93500.65,5431414,(A) Public Sector Banks,08/10/2016
United Bank of India,5101126,3267730,8368856,487747.83,4816429,(A) Public Sector Banks,08/10/2016
Vijaya Bank,825441,588673,1414114,14648.37,1396971,(A) Public Sector Banks,08/10/2016
Public Sector Banks Sub Total,104549229,82240554,186789783,3306053.07,151757513,(A) Public Sector Banks,08/10/2016
Allahabad Bank,654094,156262,810356,8013.18,764293,(B) Regional Rural Bank,08/10/2016
Andhra Bank,149301,13362,162663,1751.23,142962,(B) Regional Rural Bank,08/10/2016
Bank of Baroda,3504201,945243,4449444,82361.29,3619123,(B) Regional Rural Bank,08/10/2016
Bank of India,2478367,807000,3285367,31506.27,3130302,(B) Regional Rural Bank,08/10/2016
Bank of Maharashtra,381865,68491,450356,6405.68,450356,(B) Regional Rural Bank,08/10/2016
Canara Bank,582858,399938,982796,21450.47,982796,(B) Regional Rural Bank,08/10/2016
