Bank Name / Type,Number of Beneficiaries at rural/semiurban centre bank branches,Number of Beneficiaries at urban metro centre bank branches,Number of Total Beneficiaries,Deposits in Accounts(In lac),Number of Rupay Debit Cards issued to beneficiaries,level,date
State Bank of Mysore,210274,74171,284445,1524.15,174456,(B) Regional Rural Bank,12/10/2014
State Bank of Patiala,31169,589,31758,141.79,27761,(B) Regional Rural Bank,12/10/2014
Syndicate Bank,786525,236096,1022621,7964.93,97785,(B) Regional Rural Bank,12/10/2014
UCO Bank,340535,8257,348792,3017.52,141477,(B) Regional Rural Bank,12/10/2014
Union Bank of India,399782,107819,507601,2830.76,21906,(B) Regional Rural Bank,12/10/2014
United Bank of India,1766154,30722,1796876,12162.08,57526,(B) Regional Rural Bank,12/10/2014
Regional Rural Banks Sub Total,13010559,2316810,15327369,105317.77,3287929,(B) Regional Rural Bank,12/10/2014
Axis Bank Ltd,69219,141359,210578,1580.22,136176,(C) Major Private Banks,12/10/2014
City Union Bank Ltd,9503,40321,49824,253.7,0,(C) Major Private Banks,12/10/2014
Federal Bank Ltd,125244,35291,160535,9920.46,79642,(C) Major Private Banks,12/10/2014
HDFC Bank Ltd,128276,517204,645480,21538.62,583893,(C) Major Private Banks,12/10/2014
ICICI Bank Ltd,436687,110560,547247,758.87,544874,(C) Major Private Banks,12/10/2014
IndusInd Bank Ltd,10800,70604,81404,182.26,79507,(C) Major Private Banks,12/10/2014
Jammu & Kashmir Bank Ltd,350499,49605,400104,5307.89,0,(C) Major Private Banks,12/10/2014
Karur Vysya Bank,4695,62202,66897,128.37,55756,(C) Major Private Banks,12/10/2014
Kotak Mahindra Bank Ltd,24009,17924,41933,117.1,40082,(C) Major Private Banks,12/10/2014
Lakshmi Vilas Bank Ltd,4358,18674,23032,59.43,0,(C) Major Private Banks,12/10/2014
RBL Bank Ltd,60025,29425,89450,49.94,41261,(C) Major Private Banks,12/10/2014
South Indian Bank Ltd,10617,55581,66198,364.56,28620,(C) Major Private Banks,12/10/2014
Yes Bank Ltd,2513,1353,3866,12.82,3866,(C) Major Private Banks,12/10/2014
Major Private Banks Sub Total,1236445,1150103,2386548,40274.25,1593677,(C) Major Private Banks,12/10/2014
Public Sector Banks,41133558,34479947,75613505,571632.59,60924531,Summary,12/17/2014
Regional Rural Banks,14096956,2540891,16637847,111514.74,4550940,Summary,12/17/2014
Private Sector Banks,1319873,1203842,2523715,44023.31,1700195,Summary,12/17/2014
Grand Total,56550387,38224680,94775067,727170.64,67175666,Summary,12/17/2014
Allahabad Bank,1410599,626977,2037576,4211.92,1704415,(A) Public Sector Banks,12/17/2014
Andhra Bank,918957,597107,1516064,4043.3,1436685,(A) Public Sector Banks,12/17/2014
Bank of Baroda,2124990,2996123,5121113,41194.15,5014279,(A) Public Sector Banks,12/17/2014
Bank of India,1766648,2562282,4328930,18130.18,3663682,(A) Public Sector Banks,12/17/2014
Bank of Maharashtra,1036988,488523,1525511,13006.9,1243640,(A) Public Sector Banks,12/17/2014
Bhartiya Mahila Bank,0,51228,51228,309.05,50181,(A) Public Sector Banks,12/17/2014
Canara Bank,3218154,1554740,4772894,72353.94,4242490,(A) Public Sector Banks,12/17/2014
Central Bank of India,3167358,999869,4167227,13199.84,3235844,(A) Public Sector Banks,12/17/2014
Corporation Bank,750882,729394,1480276,22764.2,1390461,(A) Public Sector Banks,12/17/2014
Dena Bank,1096808,623290,1720098,9255.35,1469189,(A) Public Sector Banks,12/17/2014
IDBI Bank Ltd.,367556,354475,722031,1443.36,628158,(A) Public Sector Banks,12/17/2014
Indian Bank,1321239,777026,2098265,7928.62,2043664,(A) Public Sector Banks,12/17/2014
Indian Overseas Bank,754120,1507342,2261462,1038.72,1708204,(A) Public Sector Banks,12/17/2014
Oriental Bank of Commerce,1065068,730934,1796002,62921.12,1352803,(A) Public Sector Banks,12/17/2014
Punjab & Sind Bank,663614,369029,1032643,30547.63,915241,(A) Public Sector Banks,12/17/2014
Punjab National Bank,4230753,1018393,5249146,77616.64,3087337,(A) Public Sector Banks,12/17/2014
State Bank of Bikaner & Jaipur,723420,899138,1622558,26125.27,1394578,(A) Public Sector Banks,12/17/2014
State Bank of Hyderabad,647573,1257390,1904963,6625.67,1834514,(A) Public Sector Banks,12/17/2014
State Bank of India,7331552,10640527,17972079,13827.56,11390914,(A) Public Sector Banks,12/17/2014
State Bank of Mysore,477413,160864,638277,292.98,594744,(A) Public Sector Banks,12/17/2014
State Bank of Patiala,335032,631099,966131,23175.39,912112,(A) Public Sector Banks,12/17/2014
State Bank of Travancore,33819,273888,307707,14391.42,283085,(A) Public Sector Banks,12/17/2014
Syndicate Bank,1773063,942659,2715722,16742.82,2459860,(A) Public Sector Banks,12/17/2014
UCO Bank,1396785,1466957,2863742,25766.58,2832335,(A) Public Sector Banks,12/17/2014
Union Bank of India,2585579,826214,3411793,15035.32,3055626,(A) Public Sector Banks,12/17/2014
United Bank of India,1419813,1004637,2424450,47348.71,2163360,(A) Public Sector Banks,12/17/2014
Vijaya Bank,515775,389842,905617,2335.93,817130,(A) Public Sector Banks,12/17/2014
Public Sector Banks Sub Total,41133558,34479947,75613505,571632.59,60924531,(A) Public Sector Banks,12/17/2014
Allahabad Bank,474035,98134,572169,837.18,320702,(B) Regional Rural Bank,12/17/2014
Andhra Bank,106371,8451,114822,275.61,69459,(B) Regional Rural Bank,12/17/2014
Bank of Baroda,1184115,359974,1544089,8110.43,1225515,(B) Regional Rural Bank,12/17/2014
Bank of India,1046339,266007,1312346,1336.68,427793,(B) Regional Rural Bank,12/17/2014
Bank of Maharashtra,268201,51317,319518,125.62,148455,(B) Regional Rural Bank,12/17/2014
Canara Bank,364977,194764,559741,916.37,392763,(B) Regional Rural Bank,12/17/2014
Central Bank of India,1519911,301620,1821531,20073.57,171146,(B) Regional Rural Bank,12/17/2014
Dena Bank,155417,8627,164044,1067.84,32340,(B) Regional Rural Bank,12/17/2014
Indian Bank,249274,37991,287265,915.92,0,(B) Regional Rural Bank,12/17/2014
Indian Overseas Bank,343698,9093,352791,2588.17,76,(B) Regional Rural Bank,12/17/2014
Punjab & Sind Bank,9274,1937,11211,28.03,11199,(B) Regional Rural Bank,12/17/2014
Punjab National Bank,1333368,264836,1598204,24456.47,151495,(B) Regional Rural Bank,12/17/2014
State Bank of Bikaner & Jaipur,611376,18660,630036,4643.71,574373,(B) Regional Rural Bank,12/17/2014
State Bank of Hyderabad,430114,60152,490266,726.29,55271,(B) Regional Rural Bank,12/17/2014
State Bank of India,2308949,391481,2700430,15957.21,234248,(B) Regional Rural Bank,12/17/2014
State Bank of Mysore,226077,74836,300913,1804.75,190042,(B) Regional Rural Bank,12/17/2014
State Bank of Patiala,32177,603,32780,291.2,27879,(B) Regional Rural Bank,12/17/2014
Syndicate Bank,819621,242568,1062189,8609.29,97785,(B) Regional Rural Bank,12/17/2014
UCO Bank,369024,8356,377380,3432.19,241477,(B) Regional Rural Bank,12/17/2014
Union Bank of India,409722,108338,518060,3032.12,25348,(B) Regional Rural Bank,12/17/2014
United Bank of India,1834916,33146,1868062,12286.07,153574,(B) Regional Rural Bank,12/17/2014
Regional Rural Banks Sub Total,14096956,2540891,16637847,111514.74,4550940,(B) Regional Rural Bank,12/17/2014
Axis Bank Ltd,70093,147662,217755,1579.56,156440,(C) Major Private Banks,12/17/2014
City Union Bank Ltd,9909,43110,53019,286.87,0,(C) Major Private Banks,12/17/2014
Federal Bank Ltd,131048,37018,168066,9978.5,86160,(C) Major Private Banks,12/17/2014
HDFC Bank Ltd,133558,536869,670427,24549.31,625812,(C) Major Private Banks,12/17/2014
ICICI Bank Ltd,456879,113368,570247,878.1,565557,(C) Major Private Banks,12/17/2014
IndusInd Bank Ltd,11179,75963,87142,175.35,81117,(C) Major Private Banks,12/17/2014
Jammu & Kashmir Bank Ltd,398837,52542,451379,5716.62,0,(C) Major Private Banks,12/17/2014
Karur Vysya Bank,4922,68826,73748,157.89,61557,(C) Major Private Banks,12/17/2014
Kotak Mahindra Bank Ltd,24587,18345,42932,180.77,40208,(C) Major Private Banks,12/17/2014
Lakshmi Vilas Bank Ltd,4560,19784,24344,65.3,0,(C) Major Private Banks,12/17/2014
RBL Bank Ltd,60025,29425,89450,49.94,52366,(C) Major Private Banks,12/17/2014
South Indian Bank Ltd,11376,59224,70600,392.25,30978,(C) Major Private Banks,12/17/2014
Yes Bank Ltd,2900,1706,4606,12.85,0,(C) Major Private Banks,12/17/2014
Major Private Banks Sub Total,1319873,1203842,2523715,44023.31,1700195,(C) Major Private Banks,12/17/2014
Public Sector Banks,41795238,35254465,77049703,551963.3,65888375,Summary,12/24/2014
Regional Rural Banks,13054297,2654212,15708509,96306.87,6237494,Summary,12/24/2014
Private Sector Banks,1400812,1282797,2683609,46270.4,1939841,Summary,12/24/2014
Grand Total,56250347,39191474,95441821,694540.57,74065710,Summary,12/24/2014
Allahabad Bank,1441409,645665,2087074,4498.17,1783124,(A) Public Sector Banks,12/24/2014
Andhra Bank,952413,612532,1564945,4460.41,1484223,(A) Public Sector Banks,12/24/2014
Bank of Baroda,2247746,3175365,5423111,45034.39,5161747,(A) Public Sector Banks,12/24/2014
Bank of India,1862978,2708425,4571403,19632.47,4334569,(A) Public Sector Banks,12/24/2014
Bank of Maharashtra,1113390,519606,1632996,17863.1,1320427,(A) Public Sector Banks,12/24/2014
Bhartiya Mahila Bank,0,52966,52966,316.85,51700,(A) Public Sector Banks,12/24/2014
Canara Bank,3349787,1613533,4963320,72531.62,4672142,(A) Public Sector Banks,12/24/2014
Central Bank of India,3333493,1035194,4368687,14086.05,3404823,(A) Public Sector Banks,12/24/2014
Corporation Bank,785858,771337,1557195,22919.28,1474342,(A) Public Sector Banks,12/24/2014
Dena Bank,1183169,651592,1834761,9881.23,1725133,(A) Public Sector Banks,12/24/2014
IDBI Bank Ltd.,382736,365586,748322,1567.78,644276,(A) Public Sector Banks,12/24/2014
Indian Bank,1371387,800884,2172271,8419.8,2050844,(A) Public Sector Banks,12/24/2014
Indian Overseas Bank,784309,1563866,2348175,1080.07,1984303,(A) Public Sector Banks,12/24/2014
Oriental Bank of Commerce,1038312,727764,1766076,67570.39,1542000,(A) Public Sector Banks,12/24/2014
Punjab & Sind Bank,681356,378046,1059402,32363.44,953025,(A) Public Sector Banks,12/24/2014
Punjab National Bank,4516401,1078822,5595223,77634.01,3388995,(A) Public Sector Banks,12/24/2014
State Bank of Bikaner & Jaipur,765902,949983,1715885,28268.48,1394578,(A) Public Sector Banks,12/24/2014
State Bank of Hyderabad,681299,1314510,1995809,7274.6,1847961,(A) Public Sector Banks,12/24/2014
State Bank of India,7855907,11407568,19263475,13892.77,15178491,(A) Public Sector Banks,12/24/2014
State Bank of Mysore,487654,165409,653063,298.31,612016,(A) Public Sector Banks,12/24/2014
State Bank of Patiala,342026,646802,988828,23187.44,948109,(A) Public Sector Banks,12/24/2014
State Bank of Travancore,35850,276407,312257,15101.75,312257,(A) Public Sector Banks,12/24/2014
Syndicate Bank,1846862,975291,2822153,17719.35,2550780,(A) Public Sector Banks,12/24/2014
UCO Bank,1484223,1556767,3040990,27773.65,2941692,(A) Public Sector Banks,12/24/2014
Union Bank of India,2692942,854596,3547538,16009.61,3164018,(A) Public Sector Banks,12/24/2014
Vijaya Bank,557829,405949,963778,2578.26,962800,(A) Public Sector Banks,12/24/2014
Public Sector Banks Sub Total,41795238,35254465,77049703,551963.3,65888375,(A) Public Sector Banks,12/24/2014
Allahabad Bank,487327,101226,588553,866.39,436379,(B) Regional Rural Bank,12/24/2014
Andhra Bank,110450,8648,119098,297.93,80885,(B) Regional Rural Bank,12/24/2014
Bank of Baroda,1256203,384633,1640836,9259.23,1287324,(B) Regional Rural Bank,12/24/2014
Bank of India,1099961,283465,1383426,1417.09,707351,(B) Regional Rural Bank,12/24/2014
Bank of Maharashtra,320801,54011,374812,134.43,150520,(B) Regional Rural Bank,12/24/2014
Canara Bank,366375,196148,562523,1290.63,449074,(B) Regional Rural Bank,12/24/2014
Central Bank of India,1619537,319223,1938760,21119.6,710969,(B) Regional Rural Bank,12/24/2014
Dena Bank,158748,8633,167381,1180.76,82340,(B) Regional Rural Bank,12/24/2014
Indian Bank,255866,38110,293976,962.65,3000,(B) Regional Rural Bank,12/24/2014
Indian Overseas Bank,362617,9114,371731,2673.36,76,(B) Regional Rural Bank,12/24/2014
Punjab & Sind Bank,9277,1939,11216,39.72,11199,(B) Regional Rural Bank,12/24/2014
Punjab National Bank,1388903,274786,1663689,25693.12,561224,(B) Regional Rural Bank,12/24/2014
State Bank of Bikaner & Jaipur,642493,19585,662078,4783.3,574640,(B) Regional Rural Bank,12/24/2014
State Bank of Hyderabad,437489,74076,511565,760.09,57092,(B) Regional Rural Bank,12/24/2014
State Bank of India,2599113,438297,3037410,16832.06,246761,(B) Regional Rural Bank,12/24/2014
State Bank of Mysore,241163,74836,315999,1828.92,197554,(B) Regional Rural Bank,12/24/2014
State Bank of Patiala,33137,614,33751,317.38,28011,(B) Regional Rural Bank,12/24/2014
Syndicate Bank,846344,249510,1095854,0.09,361946,(B) Regional Rural Bank,12/24/2014
UCO Bank,399501,8530,408031,3766.19,264263,(B) Regional Rural Bank,12/24/2014
Union Bank of India,418992,108828,527820,3083.9,26886,(B) Regional Rural Bank,12/24/2014
Regional Rural Banks Sub Total,13054297,2654212,15708509,96306.87,6237494,(B) Regional Rural Bank,12/24/2014
Axis Bank Ltd,71255,154546,225801,1546.99,220944,(C) Major Private Banks,12/24/2014
City Union Bank Ltd,10439,46216,56655,301.43,0,(C) Major Private Banks,12/24/2014
Federal Bank Ltd,137124,38730,175854,10037.59,94038,(C) Major Private Banks,12/24/2014
HDFC Bank Ltd,141376,581374,722750,25955.71,698927,(C) Major Private Banks,12/24/2014
ICICI Bank Ltd,461177,116128,577305,961.82,576497,(C) Major Private Banks,12/24/2014
IndusInd Bank Ltd,11746,78532,90278,158.98,83951,(C) Major Private Banks,12/24/2014
Jammu & Kashmir Bank Ltd,455875,56735,512610,6384.32,46665,(C) Major Private Banks,12/24/2014
Karur Vysya Bank,5428,73726,79154,159.04,66966,(C) Major Private Banks,12/24/2014
Kotak Mahindra Bank Ltd,25814,21305,47119,201.82,46566,(C) Major Private Banks,12/24/2014
Lakshmi Vilas Bank Ltd,4888,21426,26314,73.13,10573,(C) Major Private Banks,12/24/2014
RBL Bank Ltd,60061,29450,89511,51.94,61366,(C) Major Private Banks,12/24/2014
South Indian Bank Ltd,12257,62587,74844,424.37,33348,(C) Major Private Banks,12/24/2014
Yes Bank Ltd,3372,2042,5414,13.26,0,(C) Major Private Banks,12/24/2014
Major Private Banks Sub Total,1400812,1282797,2683609,46270.4,1939841,(C) Major Private Banks,12/24/2014
Public Sector Banks,45119636,37971427,83091063,657867.45,73130361,Summary,12/31/2014
Regional Rural Banks,15717860,2792011,18509871,127568.8,9304777,Summary,12/31/2014
Private Sector Banks,1511376,1370159,2881535,49903.87,2195593,Summary,12/31/2014
Grand Total,62348872,42133597,104482469,835340.12,84630731,Summary,12/31/2014
Allahabad Bank,1463411,658771,2122182,4843.3,2024815,(A) Public Sector Banks,12/31/2014
Andhra Bank,974643,623042,1597685,4838.64,1566635,(A) Public Sector Banks,12/31/2014
Bank of Baroda,2332069,3298382,5630451,53740.86,5441151,(A) Public Sector Banks,12/31/2014
Bank of India,1942951,2827989,4770940,21070.6,4742617,(A) Public Sector Banks,12/31/2014
Bank of Maharashtra,1181266,549627,1730893,20904.9,1457527,(A) Public Sector Banks,12/31/2014
Bhartiya Mahila Bank,0,53347,53347,339.01,52410,(A) Public Sector Banks,12/31/2014
Canara Bank,3508953,1687134,5196087,72878.77,5075041,(A) Public Sector Banks,12/31/2014
Central Bank of India,3448594,1061827,4510421,15136.19,3760930,(A) Public Sector Banks,12/31/2014
Corporation Bank,807774,795438,1603212,23075.45,1509696,(A) Public Sector Banks,12/31/2014
Dena Bank,1248552,675089,1923641,10652.18,1839666,(A) Public Sector Banks,12/31/2014
IDBI Bank Ltd.,391968,371373,763341,1734.15,665253,(A) Public Sector Banks,12/31/2014
Indian Bank,1405364,819938,2225302,9100.94,2172768,(A) Public Sector Banks,12/31/2014
Indian Overseas Bank,806290,1599560,2405850,1111.67,2289281,(A) Public Sector Banks,12/31/2014
Oriental Bank of Commerce,1079784,749457,1829241,81600.19,1605966,(A) Public Sector Banks,12/31/2014
Punjab & Sind Bank,699445,388583,1088028,35472.89,971808,(A) Public Sector Banks,12/31/2014
Punjab National Bank,4755648,1131161,5886809,77647.88,4017809,(A) Public Sector Banks,12/31/2014
State Bank of Bikaner & Jaipur,845746,1047240,1892986,35977.79,1394578,(A) Public Sector Banks,12/31/2014
State Bank of Hyderabad,696713,1340127,2036840,7637.04,1937932,(A) Public Sector Banks,12/31/2014
State Bank of India,8347709,12162439,20510148,13955.96,16363626,(A) Public Sector Banks,12/31/2014
State Bank of Mysore,492534,168506,661040,303.09,621243,(A) Public Sector Banks,12/31/2014
State Bank of Patiala,347429,658404,1005833,23196.64,964927,(A) Public Sector Banks,12/31/2014
State Bank of Travancore,36701,277649,314350,14887.27,314350,(A) Public Sector Banks,12/31/2014
Syndicate Bank,1895099,994070,2889169,20715.8,2640446,(A) Public Sector Banks,12/31/2014
UCO Bank,1528448,1610822,3139270,29825.55,3006076,(A) Public Sector Banks,12/31/2014
Union Bank of India,2754016,877359,3631375,17362.75,3164018,(A) Public Sector Banks,12/31/2014
United Bank of India,1550102,1125066,2675168,57051.26,2532338,(A) Public Sector Banks,12/31/2014
Vijaya Bank,578427,419027,997454,2806.67,997454,(A) Public Sector Banks,12/31/2014
Public Sector Banks Sub Total,45119636,37971427,83091063,657867.45,73130361,(A) Public Sector Banks,12/31/2014
Allahabad Bank,494631,105963,600594,928.68,588553,(B) Regional Rural Bank,12/31/2014
Andhra Bank,110450,8648,119098,305.94,80885,(B) Regional Rural Bank,12/31/2014
Bank of Baroda,1293759,397550,1691309,10640.76,1592352,(B) Regional Rural Bank,12/31/2014
Bank of India,1131825,297516,1429341,1494.57,1034065,(B) Regional Rural Bank,12/31/2014
Bank of Maharashtra,321483,54357,375840,134.82,211265,(B) Regional Rural Bank,12/31/2014
Canara Bank,366787,196508,563295,2591.64,491953,(B) Regional Rural Bank,12/31/2014
Central Bank of India,1697730,334221,2031951,22917.77,1009562,(B) Regional Rural Bank,12/31/2014
Dena Bank,170633,9236,179869,1461.01,132340,(B) Regional Rural Bank,12/31/2014
Indian Bank,260579,38196,298775,1053.29,114706,(B) Regional Rural Bank,12/31/2014
Indian Overseas Bank,377764,9120,386884,3007.87,998,(B) Regional Rural Bank,12/31/2014
Punjab & Sind Bank,9285,1945,11230,42.28,11199,(B) Regional Rural Bank,12/31/2014
Punjab National Bank,1429109,281512,1710621,24981.62,561224,(B) Regional Rural Bank,12/31/2014
State Bank of Bikaner & Jaipur,738814,21862,760676,5094.42,574760,(B) Regional Rural Bank,12/31/2014
State Bank of Hyderabad,445186,75489,520675,790.32,67631,(B) Regional Rural Bank,12/31/2014
State Bank of India,2757892,473034,3230926,17609.57,262910,(B) Regional Rural Bank,12/31/2014
State Bank of Mysore,248655,74836,323491,1789.38,208766,(B) Regional Rural Bank,12/31/2014
State Bank of Patiala,33665,614,34279,359.42,28104,(B) Regional Rural Bank,12/31/2014
Syndicate Bank,866584,255544,1122128,10323.19,882626,(B) Regional Rural Bank,12/31/2014
UCO Bank,410786,8596,419382,3908.8,269599,(B) Regional Rural Bank,12/31/2014
Union Bank of India,426224,109207,535431,3102.91,26903,(B) Regional Rural Bank,12/31/2014
United Bank of India,2126019,38057,2164076,15030.54,1154376,(B) Regional Rural Bank,12/31/2014
Regional Rural Banks Sub Total,15717860,2792011,18509871,127568.8,9304777,(B) Regional Rural Bank,12/31/2014
Axis Bank Ltd,72092,158519,230611,1499.37,224923,(C) Major Private Banks,12/31/2014
City Union Bank Ltd,10928,48352,59280,356.63,0,(C) Major Private Banks,12/31/2014
Federal Bank Ltd,142701,41004,183705,9904.87,179999,(C) Major Private Banks,12/31/2014
HDFC Bank Ltd,146362,616748,763110,29089.51,739286,(C) Major Private Banks,12/31/2014
ICICI Bank Ltd,522012,122590,644602,961.46,619613,(C) Major Private Banks,12/31/2014
IndusInd Bank Ltd,12298,93656,105954,156.32,94391,(C) Major Private Banks,12/31/2014
Jammu & Kashmir Bank Ltd,486400,59850,546250,6934.3,94624,(C) Major Private Banks,12/31/2014
Karur Vysya Bank,5670,77925,83595,199.65,75695,(C) Major Private Banks,12/31/2014
Kotak Mahindra Bank Ltd,27009,22775,49784,202.37,48596,(C) Major Private Banks,12/31/2014
Lakshmi Vilas Bank Ltd,9242,31926,41168,84.36,10573,(C) Major Private Banks,12/31/2014
RBL Bank Ltd,60061,29450,89511,51.94,72986,(C) Major Private Banks,12/31/2014
South Indian Bank Ltd,12778,65057,77835,447.41,34907,(C) Major Private Banks,12/31/2014
Yes Bank Ltd,3823,2307,6130,15.69,0,(C) Major Private Banks,12/31/2014
Major Private Banks Sub Total,1511376,1370159,2881535,49903.87,2195593,(C) Major Private Banks,12/31/2014
